epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.915455,1.45111,1.8408,0.00883,0.80057,0.78205,0.81907,0.52708,1.258,0.9933,0.00695,4e-06,4e-06,0.096004
2,2.97714,1.3783,1.38794,0.00769,0.79431,0.79218,0.82053,0.55818,1.15241,1.02585,0.00639,8.99109e-06,8.99109e-06,0.091009
3,4.06611,1.15536,1.1384,0.00646,0.78512,0.74359,0.82833,0.57506,1.12359,1.15428,0.00632,1.39723e-05,1.39723e-05,0.086014
4,5.12796,1.41821,1.10364,0.00814,0.80843,0.78205,0.84146,0.56501,1.16678,1.68129,0.00651,1.89436e-05,1.89436e-05,0.0810189
5,6.06957,1.32541,1.08466,0.00737,0.79893,0.76923,0.8337,0.55291,1.21933,2.3445,0.00683,2.3905e-05,2.3905e-05,0.0760239
6,7.04787,1.39701,0.99699,0.00733,0.79893,0.76923,0.8337,0.55291,1.21933,2.3445,0.00683,2.88565e-05,2.88565e-05,0.0710289
7,8.09852,1.44567,1.10318,0.00732,0.79893,0.76923,0.8337,0.55291,1.21933,2.3445,0.00683,3.3798e-05,3.3798e-05,0.0660338
8,9.32333,1.61467,1.37161,0.01022,0.79596,0.74359,0.82066,0.5544,1.17236,2.47081,0.00643,3.87297e-05,3.87297e-05,0.0610387
9,10.3098,1.20127,1.05399,0.00606,0.79596,0.74359,0.82066,0.5544,1.17236,2.47081,0.00643,4.36515e-05,4.36515e-05,0.0560437
10,11.3186,1.47359,1.20895,0.00917,0.79596,0.74359,0.82066,0.5544,1.17236,2.47081,0.00643,4.85634e-05,4.85634e-05,0.0510486
11,12.3628,1.38785,1.42032,0.00828,0.83212,0.76262,0.8297,0.55999,1.16512,1.70805,0.00634,5.34654e-05,5.34654e-05,0.0460535
12,13.36,1.43194,1.16561,0.00787,0.83212,0.76262,0.8297,0.55999,1.16512,1.70805,0.00634,5.83575e-05,5.83575e-05,0.0410584
13,14.3612,1.35994,1.02117,0.00729,0.83212,0.76262,0.8297,0.55999,1.16512,1.70805,0.00634,6.32397e-05,6.32397e-05,0.0360632
14,15.5492,1.3624,1.03795,0.00847,0.83212,0.76262,0.8297,0.55999,1.16512,1.70805,0.00634,6.8112e-05,6.8112e-05,0.0310681
15,16.5471,1.09835,0.91254,0.00531,0.83212,0.76262,0.8297,0.55999,1.16512,1.70805,0.00634,7.29744e-05,7.29744e-05,0.026073
16,17.6277,1.54918,1.11474,0.00878,0.85221,0.75641,0.82806,0.56536,1.17111,1.13728,0.00646,7.78269e-05,7.78269e-05,0.0210778
17,18.6455,1.21087,0.89144,0.00532,0.85221,0.75641,0.82806,0.56536,1.17111,1.13728,0.00646,8.26694e-05,8.26694e-05,0.0160827
18,19.6402,1.56963,1.46148,0.01114,0.85221,0.75641,0.82806,0.56536,1.17111,1.13728,0.00646,8.75021e-05,8.75021e-05,0.0110875
19,20.6451,1.30002,1.00638,0.00789,0.85221,0.75641,0.82806,0.56536,1.17111,1.13728,0.00646,9.23249e-05,9.23249e-05,0.00609232
20,21.7964,1.30115,0.91144,0.00662,0.85221,0.75641,0.82806,0.56536,1.17111,1.13728,0.00646,9.71378e-05,9.71378e-05,0.00109714
21,22.7835,1.32645,1.11819,0.00733,0.85221,0.75641,0.82806,0.56536,1.17111,1.13728,0.00646,9.802e-05,9.802e-05,9.802e-05
22,23.8063,1.36027,1.0149,0.00771,0.85221,0.75641,0.82806,0.56536,1.17111,1.13728,0.00646,9.7921e-05,9.7921e-05,9.7921e-05
23,24.8559,1.56134,1.31962,0.00992,0.84145,0.74848,0.81482,0.56397,1.19602,0.97261,0.00666,9.7822e-05,9.7822e-05,9.7822e-05
24,25.8446,1.26977,1.15178,0.00701,0.84145,0.74848,0.81482,0.56397,1.19602,0.97261,0.00666,9.7723e-05,9.7723e-05,9.7723e-05
25,26.7397,1.19409,0.84638,0.00539,0.84145,0.74848,0.81482,0.56397,1.19602,0.97261,0.00666,9.7624e-05,9.7624e-05,9.7624e-05
26,27.6648,1.30872,1.16424,0.00734,0.84145,0.74848,0.81482,0.56397,1.19602,0.97261,0.00666,9.7525e-05,9.7525e-05,9.7525e-05
27,28.7418,1.15429,0.71905,0.00514,0.84145,0.74848,0.81482,0.56397,1.19602,0.97261,0.00666,9.7426e-05,9.7426e-05,9.7426e-05
28,29.7357,1.21233,0.7361,0.00545,0.84145,0.74848,0.81482,0.56397,1.19602,0.97261,0.00666,9.7327e-05,9.7327e-05,9.7327e-05
29,30.6712,1.28398,1.13837,0.00605,0.80212,0.78205,0.82906,0.57392,1.17911,0.9144,0.00656,9.7228e-05,9.7228e-05,9.7228e-05
30,31.6943,1.47506,1.2227,0.00907,0.80212,0.78205,0.82906,0.57392,1.17911,0.9144,0.00656,9.7129e-05,9.7129e-05,9.7129e-05
31,32.7477,1.36812,1.20446,0.00818,0.80212,0.78205,0.82906,0.57392,1.17911,0.9144,0.00656,9.703e-05,9.703e-05,9.703e-05
32,33.7851,1.3432,1.04998,0.00746,0.80212,0.78205,0.82906,0.57392,1.17911,0.9144,0.00656,9.6931e-05,9.6931e-05,9.6931e-05
33,34.7688,1.42668,1.43291,0.00802,0.80212,0.78205,0.82906,0.57392,1.17911,0.9144,0.00656,9.6832e-05,9.6832e-05,9.6832e-05
34,35.9311,1.19997,1.11526,0.00712,0.80212,0.78205,0.82906,0.57392,1.17911,0.9144,0.00656,9.6733e-05,9.6733e-05,9.6733e-05
35,37.0227,1.27399,1.06214,0.00645,0.81884,0.75336,0.82829,0.56994,1.18149,0.91195,0.00655,9.6634e-05,9.6634e-05,9.6634e-05
36,38.0098,1.41516,1.01775,0.0084,0.81884,0.75336,0.82829,0.56994,1.18149,0.91195,0.00655,9.6535e-05,9.6535e-05,9.6535e-05
37,39.0288,1.34324,1.2589,0.00798,0.81884,0.75336,0.82829,0.56994,1.18149,0.91195,0.00655,9.6436e-05,9.6436e-05,9.6436e-05
38,40.0254,1.41436,1.34412,0.00873,0.81884,0.75336,0.82829,0.56994,1.18149,0.91195,0.00655,9.6337e-05,9.6337e-05,9.6337e-05
39,41.0794,1.17849,1.00644,0.0065,0.81884,0.75336,0.82829,0.56994,1.18149,0.91195,0.00655,9.6238e-05,9.6238e-05,9.6238e-05
40,42.2421,1.3032,1.08595,0.00674,0.81884,0.75336,0.82829,0.56994,1.18149,0.91195,0.00655,9.6139e-05,9.6139e-05,9.6139e-05
41,43.2424,1.34642,1.24671,0.00778,0.81884,0.75336,0.82829,0.56994,1.18149,0.91195,0.00655,9.604e-05,9.604e-05,9.604e-05
42,44.2828,1.2325,0.92405,0.00637,0.85046,0.71795,0.83156,0.57448,1.18797,0.88774,0.00658,9.5941e-05,9.5941e-05,9.5941e-05
43,45.1794,1.25399,0.96877,0.00664,0.85046,0.71795,0.83156,0.57448,1.18797,0.88774,0.00658,9.5842e-05,9.5842e-05,9.5842e-05
44,46.0775,1.22844,1.23185,0.00733,0.85046,0.71795,0.83156,0.57448,1.18797,0.88774,0.00658,9.5743e-05,9.5743e-05,9.5743e-05
45,47.0721,1.48232,1.34632,0.00932,0.85046,0.71795,0.83156,0.57448,1.18797,0.88774,0.00658,9.5644e-05,9.5644e-05,9.5644e-05
46,48.2643,1.28921,0.88051,0.00567,0.85046,0.71795,0.83156,0.57448,1.18797,0.88774,0.00658,9.5545e-05,9.5545e-05,9.5545e-05
47,49.2649,1.31418,1.10036,0.00733,0.85046,0.71795,0.83156,0.57448,1.18797,0.88774,0.00658,9.5446e-05,9.5446e-05,9.5446e-05
48,50.3118,1.5208,1.26889,0.00934,0.87875,0.69231,0.82331,0.57365,1.19757,0.88884,0.00666,9.5347e-05,9.5347e-05,9.5347e-05
49,51.3025,1.2855,0.98085,0.00659,0.87875,0.69231,0.82331,0.57365,1.19757,0.88884,0.00666,9.5248e-05,9.5248e-05,9.5248e-05
50,52.3067,1.2029,1.25351,0.00665,0.87875,0.69231,0.82331,0.57365,1.19757,0.88884,0.00666,9.5149e-05,9.5149e-05,9.5149e-05
51,53.243,1.32597,1.10328,0.00767,0.87875,0.69231,0.82331,0.57365,1.19757,0.88884,0.00666,9.505e-05,9.505e-05,9.505e-05
52,54.3409,1.39397,1.23337,0.0084,0.87875,0.69231,0.82331,0.57365,1.19757,0.88884,0.00666,9.4951e-05,9.4951e-05,9.4951e-05
53,55.4031,1.3488,0.98009,0.00676,0.87875,0.69231,0.82331,0.57365,1.19757,0.88884,0.00666,9.4852e-05,9.4852e-05,9.4852e-05
54,56.3944,1.52769,1.5737,0.00958,0.87875,0.69231,0.82331,0.57365,1.19757,0.88884,0.00666,9.4753e-05,9.4753e-05,9.4753e-05
55,57.4258,1.34505,1.04393,0.00671,0.79677,0.74359,0.82283,0.5758,1.18046,0.91181,0.00653,9.4654e-05,9.4654e-05,9.4654e-05
56,58.4381,1.29477,1.21771,0.00806,0.79677,0.74359,0.82283,0.5758,1.18046,0.91181,0.00653,9.4555e-05,9.4555e-05,9.4555e-05
57,59.4368,1.36046,1.13719,0.00805,0.79677,0.74359,0.82283,0.5758,1.18046,0.91181,0.00653,9.4456e-05,9.4456e-05,9.4456e-05
58,60.4295,1.42204,1.02491,0.00764,0.79677,0.74359,0.82283,0.5758,1.18046,0.91181,0.00653,9.4357e-05,9.4357e-05,9.4357e-05
59,61.5442,1.27498,0.92592,0.0067,0.79677,0.74359,0.82283,0.5758,1.18046,0.91181,0.00653,9.4258e-05,9.4258e-05,9.4258e-05
60,62.5529,1.17683,1.06445,0.00657,0.79677,0.74359,0.82283,0.5758,1.18046,0.91181,0.00653,9.4159e-05,9.4159e-05,9.4159e-05
