epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,30.0916,3.21149,4.68613,0.00289,0.02752,0.05172,0.01492,0.00481,3.22698,5.19689,0.00326,0.00035,0.00035,0.09335
2,31.2361,2.99852,4.42543,0.00256,0.02752,0.05172,0.01516,0.0054,3.23786,5.17914,0.00324,0.000749258,0.000749258,0.0857493
3,32.4748,2.7053,4.28102,0.00247,0.02655,0.05172,0.01417,0.0051,3.19909,5.23397,0.00323,0.00114772,0.00114772,0.0781477
4,33.6799,3.30608,4.91296,0.00287,0.02703,0.05172,0.01428,0.00658,3.16109,5.26468,0.00318,0.0015454,0.0015454,0.0705454
5,34.9171,2.93853,4.55823,0.00265,0.02451,0.25862,0.02675,0.0129,2.64325,3.71186,0.00216,0.00194228,0.00194228,0.0629423
6,36.2433,3.75864,4.05316,0.00308,0.02451,0.25862,0.02675,0.0129,2.64325,3.71186,0.00216,0.00233837,0.00233837,0.0553384
7,37.668,3.27991,3.97605,0.00241,0.19414,0.17241,0.11161,0.03663,2.60657,2.48594,0.00191,0.00273366,0.00273366,0.0477337
8,38.9379,2.88177,3.31393,0.002,0.19414,0.17241,0.11161,0.03663,2.60657,2.48594,0.00191,0.00312817,0.00312817,0.0401282
9,40.3884,2.89183,2.81916,0.00219,0.19414,0.17241,0.11161,0.03663,2.60657,2.48594,0.00191,0.00352188,0.00352188,0.0325219
10,41.7878,3.29859,2.88933,0.00227,0.2396,0.27586,0.13698,0.04633,2.66977,4.00375,0.00187,0.00391481,0.00391481,0.0249148
11,43.2336,3.18788,3.21075,0.00212,0.2396,0.27586,0.13698,0.04633,2.66977,4.00375,0.00187,0.00430694,0.00430694,0.0173069
12,44.5787,3.10174,3.37437,0.00219,0.2396,0.27586,0.13698,0.04633,2.66977,4.00375,0.00187,0.00469827,0.00469827,0.00969827
13,45.9373,2.9013,3.14086,0.0019,0.2396,0.27586,0.13698,0.04633,2.66977,4.00375,0.00187,0.0049406,0.0049406,0.0049406
14,47.2823,2.72097,3.43204,0.00173,0.27938,0.31034,0.16515,0.0494,2.54358,2.60971,0.00185,0.00493565,0.00493565,0.00493565
15,48.5824,2.88232,2.9344,0.00187,0.27938,0.31034,0.16515,0.0494,2.54358,2.60971,0.00185,0.0049307,0.0049307,0.0049307
16,49.9108,3.48789,3.60349,0.00221,0.27938,0.31034,0.16515,0.0494,2.54358,2.60971,0.00185,0.00492575,0.00492575,0.00492575
17,51.2105,3.27208,3.63066,0.00208,0.27938,0.31034,0.16515,0.0494,2.54358,2.60971,0.00185,0.0049208,0.0049208,0.0049208
18,52.5491,3.08325,4.33774,0.00193,0.19414,0.22414,0.11162,0.03359,2.77607,5.52247,0.00193,0.00491585,0.00491585,0.00491585
19,53.8258,3.49069,4.24893,0.00225,0.19414,0.22414,0.11162,0.03359,2.77607,5.52247,0.00193,0.0049109,0.0049109,0.0049109
20,55.0769,3.36484,3.73335,0.00221,0.19414,0.22414,0.11162,0.03359,2.77607,5.52247,0.00193,0.00490595,0.00490595,0.00490595
21,56.404,3.29457,3.86018,0.00204,0.19414,0.22414,0.11162,0.03359,2.77607,5.52247,0.00193,0.004901,0.004901,0.004901
22,57.716,2.9291,4.21415,0.00181,0.19329,0.23963,0.10665,0.03402,2.78857,5.39415,0.00194,0.00489605,0.00489605,0.00489605
23,59.01,3.15359,3.4911,0.00196,0.19329,0.23963,0.10665,0.03402,2.78857,5.39415,0.00194,0.0048911,0.0048911,0.0048911
24,60.3085,2.98752,3.81982,0.00199,0.19329,0.23963,0.10665,0.03402,2.78857,5.39415,0.00194,0.00488615,0.00488615,0.00488615
25,61.6509,2.78523,3.046,0.00184,0.19329,0.23963,0.10665,0.03402,2.78857,5.39415,0.00194,0.0048812,0.0048812,0.0048812
