epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.8444,1.51486,1.49903,0.00851,0.87337,0.7525,0.85898,0.59392,1.36166,0.97446,0.00779,0.0002,0.0002,0.0962
2,20.8788,1.13164,0.81616,0.00412,0.91025,0.73768,0.86995,0.58394,1.38197,0.77873,0.00784,0.000449555,0.000449555,0.0914496
3,22.1123,1.24666,0.86107,0.0062,0.81383,0.76364,0.84984,0.56863,1.2897,0.9481,0.00745,0.000698614,0.000698614,0.0866986
4,23.1871,1.33645,1.35678,0.00696,0.8835,0.78182,0.88005,0.57539,1.25078,1.28468,0.00696,0.000947178,0.000947178,0.0819472
5,24.3071,1.47937,1.37742,0.00928,0.9115,0.7491,0.87821,0.59033,1.17898,2.05231,0.00642,0.00119525,0.00119525,0.0771952
6,25.3216,1.22323,0.97214,0.00681,0.9115,0.7491,0.87821,0.59033,1.17898,2.05231,0.00642,0.00144282,0.00144282,0.0724428
7,26.3617,1.22519,1.00508,0.00634,0.9115,0.7491,0.87821,0.59033,1.17898,2.05231,0.00642,0.0016899,0.0016899,0.0676899
8,27.4859,1.63879,1.24894,0.01018,0.84169,0.87003,0.88446,0.61405,1.16876,1.552,0.0064,0.00193649,0.00193649,0.0629365
9,28.5374,1.24828,0.97659,0.00641,0.84169,0.87003,0.88446,0.61405,1.16876,1.552,0.0064,0.00218258,0.00218258,0.0581826
10,29.5899,1.32891,1.34597,0.00835,0.84169,0.87003,0.88446,0.61405,1.16876,1.552,0.0064,0.00242817,0.00242817,0.0534282
11,30.692,1.2434,1.00154,0.00606,0.78867,0.88219,0.90589,0.64664,1.07698,1.43133,0.00599,0.00267327,0.00267327,0.0486733
12,31.7646,1.40487,1.22274,0.0083,0.78867,0.88219,0.90589,0.64664,1.07698,1.43133,0.00599,0.00291787,0.00291787,0.0439179
13,32.9838,1.50701,1.33493,0.00911,0.78867,0.88219,0.90589,0.64664,1.07698,1.43133,0.00599,0.00316198,0.00316198,0.039162
14,34.098,1.24984,1.09992,0.00719,0.78867,0.88219,0.90589,0.64664,1.07698,1.43133,0.00599,0.0034056,0.0034056,0.0344056
15,35.2238,1.50186,1.14719,0.00938,0.78867,0.88219,0.90589,0.64664,1.07698,1.43133,0.00599,0.00364872,0.00364872,0.0296487
16,36.3508,1.36278,1.18573,0.00821,0.85732,0.89091,0.91644,0.64901,1.06322,0.909,0.00587,0.00389134,0.00389134,0.0248913
17,37.4287,1.35718,0.89707,0.00719,0.85732,0.89091,0.91644,0.64901,1.06322,0.909,0.00587,0.00413347,0.00413347,0.0201335
18,38.4685,1.19671,0.95734,0.00605,0.85732,0.89091,0.91644,0.64901,1.06322,0.909,0.00587,0.00437511,0.00437511,0.0153751
19,39.6735,1.21662,0.80418,0.0062,0.85732,0.89091,0.91644,0.64901,1.06322,0.909,0.00587,0.00461625,0.00461625,0.0106162
20,40.7551,1.3999,0.99543,0.0081,0.85732,0.89091,0.91644,0.64901,1.06322,0.909,0.00587,0.00485689,0.00485689,0.00585689
21,41.8165,1.09985,0.72813,0.00479,0.85732,0.89091,0.91644,0.64901,1.06322,0.909,0.00587,0.004901,0.004901,0.004901
22,42.8914,1.34788,0.91673,0.00661,0.85732,0.89091,0.91644,0.64901,1.06322,0.909,0.00587,0.00489605,0.00489605,0.00489605
23,43.9432,1.18317,0.91581,0.00525,0.84486,0.87273,0.90706,0.64846,1.04267,0.86744,0.00575,0.0048911,0.0048911,0.0048911
24,45.1502,1.28743,1.28726,0.0077,0.84486,0.87273,0.90706,0.64846,1.04267,0.86744,0.00575,0.00488615,0.00488615,0.00488615
25,46.2117,1.11807,0.96501,0.00543,0.84486,0.87273,0.90706,0.64846,1.04267,0.86744,0.00575,0.0048812,0.0048812,0.0048812
26,47.2862,1.18781,0.95672,0.00562,0.84486,0.87273,0.90706,0.64846,1.04267,0.86744,0.00575,0.00487625,0.00487625,0.00487625
27,48.3216,1.24657,0.94108,0.00648,0.84486,0.87273,0.90706,0.64846,1.04267,0.86744,0.00575,0.0048713,0.0048713,0.0048713
28,49.3051,1.31403,1.11694,0.00741,0.84486,0.87273,0.90706,0.64846,1.04267,0.86744,0.00575,0.00486635,0.00486635,0.00486635
29,50.5156,1.19025,0.87035,0.00511,0.86986,0.85078,0.91215,0.66119,1.01423,0.89721,0.00555,0.0048614,0.0048614,0.0048614
30,51.5386,1.17821,0.98326,0.00617,0.86986,0.85078,0.91215,0.66119,1.01423,0.89721,0.00555,0.00485645,0.00485645,0.00485645
31,52.5448,1.19536,0.96296,0.0058,0.86986,0.85078,0.91215,0.66119,1.01423,0.89721,0.00555,0.0048515,0.0048515,0.0048515
32,53.5648,1.23518,1.18906,0.00721,0.86986,0.85078,0.91215,0.66119,1.01423,0.89721,0.00555,0.00484655,0.00484655,0.00484655
33,54.538,1.12293,0.85756,0.00515,0.86986,0.85078,0.91215,0.66119,1.01423,0.89721,0.00555,0.0048416,0.0048416,0.0048416
