epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,29.3723,3.52989,4.64922,0.00284,0.02564,0.05172,0.01385,0.00447,3.27784,5.18419,0.00334,0.0001,0.0001,0.0981
2,30.1018,2.67438,4.21386,0.00287,0.02521,0.05172,0.01372,0.00442,3.24598,5.15972,0.0033,0.000249753,0.000249753,0.0952498
3,30.8499,3.73292,5.07819,0.00341,0.025,0.05172,0.0136,0.00438,3.25776,5.1672,0.00328,0.000399208,0.000399208,0.0923992
4,31.8057,2.36345,4.60461,0.00224,0.02362,0.05172,0.01288,0.0046,3.2422,5.16585,0.00328,0.000548366,0.000548366,0.0895484
5,32.5901,2.83903,5.16198,0.00221,0.02362,0.05172,0.01288,0.0046,3.2422,5.16585,0.00328,0.000697228,0.000697228,0.0866972
6,33.4534,3.1532,4.91091,0.00285,0.04219,0.17241,0.02611,0.01082,3.19443,4.72247,0.00296,0.000845792,0.000845792,0.0838458
7,34.4143,2.33233,4.18207,0.00166,0.04219,0.17241,0.02611,0.01082,3.19443,4.72247,0.00296,0.00099406,0.00099406,0.0809941
8,35.3215,2.97418,3.51208,0.00269,0.04219,0.17241,0.02611,0.01082,3.19443,4.72247,0.00296,0.00114203,0.00114203,0.078142
9,36.2485,2.81648,3.65957,0.00251,0.12594,0.06897,0.03716,0.0156,2.80413,3.1953,0.0023,0.0012897,0.0012897,0.0752897
10,37.4963,2.06438,2.76164,0.00184,0.12594,0.06897,0.03716,0.0156,2.80413,3.1953,0.0023,0.00143708,0.00143708,0.0724371
11,38.3603,2.01797,3.08635,0.00149,0.12594,0.06897,0.03716,0.0156,2.80413,3.1953,0.0023,0.00158416,0.00158416,0.0695842
12,39.2445,2.72101,2.94888,0.00239,0.12594,0.06897,0.03716,0.0156,2.80413,3.1953,0.0023,0.00173094,0.00173094,0.0667309
13,40.1434,3.40511,3.33868,0.00277,0.23593,0.17241,0.09405,0.03718,2.48733,2.77185,0.00198,0.00187743,0.00187743,0.0638774
14,41.0632,3.23822,2.82448,0.00266,0.23593,0.17241,0.09405,0.03718,2.48733,2.77185,0.00198,0.00202362,0.00202362,0.0610236
15,41.9885,1.73338,2.01811,0.00143,0.23593,0.17241,0.09405,0.03718,2.48733,2.77185,0.00198,0.00216951,0.00216951,0.0581695
16,43.2422,1.87185,2.10225,0.00143,0.23593,0.17241,0.09405,0.03718,2.48733,2.77185,0.00198,0.0023151,0.0023151,0.0553151
17,44.1595,2.84195,3.03831,0.00219,0.23593,0.17241,0.09405,0.03718,2.48733,2.77185,0.00198,0.0024604,0.0024604,0.0524604
18,45.0695,2.18991,2.88387,0.00185,0.23637,0.17241,0.09979,0.03922,2.48288,2.52049,0.00202,0.0026054,0.0026054,0.0496054
19,46.2983,2.90016,3.40581,0.00273,0.23637,0.17241,0.09979,0.03922,2.48288,2.52049,0.00202,0.0027501,0.0027501,0.0467501
20,47.1806,2.7772,2.92974,0.00205,0.23637,0.17241,0.09979,0.03922,2.48288,2.52049,0.00202,0.00289451,0.00289451,0.0438945
21,48.1008,2.2992,2.19545,0.00173,0.23637,0.17241,0.09979,0.03922,2.48288,2.52049,0.00202,0.00303862,0.00303862,0.0410386
