epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.04122,2.14045,3.11397,0.00254,0.4664,0.48558,0.41212,0.20556,1.93475,2.02363,0.00247,4e-05,4e-05,0.09604
2,3.06707,2.65105,2.75009,0.00348,0.42427,0.48788,0.38721,0.19235,1.9562,2.01613,0.00252,8.99109e-05,8.99109e-05,0.0910899
3,4.19817,2.01324,2.37183,0.00232,0.41723,0.47399,0.37237,0.18382,1.96333,2.04205,0.00253,0.000139723,0.000139723,0.0861397
4,5.32097,2.91829,2.72084,0.00285,0.39231,0.46924,0.36336,0.18053,1.96703,2.06974,0.00256,0.000189436,0.000189436,0.0811894
5,6.48624,2.71565,3.45495,0.00321,0.3789,0.45189,0.35756,0.1761,1.98409,2.10118,0.0026,0.00023905,0.00023905,0.076239
6,7.61621,2.44978,2.68121,0.00271,0.3789,0.45189,0.35756,0.1761,1.98409,2.10118,0.0026,0.000288564,0.000288564,0.0712886
7,8.85225,2.57288,2.60476,0.00269,0.3789,0.45189,0.35756,0.1761,1.98409,2.10118,0.0026,0.00033798,0.00033798,0.066338
8,9.96293,3.12744,2.92158,0.00334,0.35999,0.43519,0.34723,0.16921,2.01065,2.14768,0.00265,0.000387297,0.000387297,0.0613873
9,11.0413,1.72115,2.52255,0.00197,0.35999,0.43519,0.34723,0.16921,2.01065,2.14768,0.00265,0.000436515,0.000436515,0.0564365
10,12.145,2.39086,2.6147,0.00275,0.35999,0.43519,0.34723,0.16921,2.01065,2.14768,0.00265,0.000485634,0.000485634,0.0514856
11,13.268,2.42802,2.723,0.00312,0.34703,0.42567,0.33355,0.16252,2.03381,2.18835,0.00271,0.000534654,0.000534654,0.0465347
12,14.3307,1.79192,2.66471,0.00176,0.34703,0.42567,0.33355,0.16252,2.03381,2.18835,0.00271,0.000583575,0.000583575,0.0415836
13,15.6361,3.49998,3.16191,0.00364,0.34703,0.42567,0.33355,0.16252,2.03381,2.18835,0.00271,0.000632397,0.000632397,0.0366324
14,16.7472,2.14533,3.32848,0.00233,0.34703,0.42567,0.33355,0.16252,2.03381,2.18835,0.00271,0.00068112,0.00068112,0.0316811
15,17.7845,1.54901,3.18,0.00238,0.34703,0.42567,0.33355,0.16252,2.03381,2.18835,0.00271,0.000729744,0.000729744,0.0267297
16,18.8548,1.74866,2.39748,0.00201,0.33469,0.38889,0.32703,0.15899,2.06583,2.22872,0.00278,0.000778268,0.000778268,0.0217783
17,19.9576,2.84481,2.86006,0.00305,0.33469,0.38889,0.32703,0.15899,2.06583,2.22872,0.00278,0.000826694,0.000826694,0.0168267
18,21.0646,1.99742,3.14924,0.00221,0.33469,0.38889,0.32703,0.15899,2.06583,2.22872,0.00278,0.000875021,0.000875021,0.011875
19,22.162,1.94459,2.47069,0.00254,0.33469,0.38889,0.32703,0.15899,2.06583,2.22872,0.00278,0.000923249,0.000923249,0.00692325
20,23.3723,1.49102,2.73435,0.00202,0.33469,0.38889,0.32703,0.15899,2.06583,2.22872,0.00278,0.000971378,0.000971378,0.00197138
21,24.4329,1.77408,2.77355,0.00208,0.33469,0.38889,0.32703,0.15899,2.06583,2.22872,0.00278,0.0009802,0.0009802,0.0009802
22,25.563,2.41411,2.67342,0.00333,0.33469,0.38889,0.32703,0.15899,2.06583,2.22872,0.00278,0.00097921,0.00097921,0.00097921
23,26.7738,2.59157,3.13043,0.0029,0.33452,0.39562,0.3279,0.15867,2.08426,2.23331,0.00282,0.00097822,0.00097822,0.00097822
24,27.8904,1.7683,3.16505,0.00215,0.33452,0.39562,0.3279,0.15867,2.08426,2.23331,0.00282,0.00097723,0.00097723,0.00097723
25,29.0837,2.02709,2.18207,0.0026,0.33452,0.39562,0.3279,0.15867,2.08426,2.23331,0.00282,0.00097624,0.00097624,0.00097624
26,30.18,2.65293,2.51962,0.00289,0.33452,0.39562,0.3279,0.15867,2.08426,2.23331,0.00282,0.00097525,0.00097525,0.00097525
27,31.1975,2.82128,2.65195,0.00273,0.33452,0.39562,0.3279,0.15867,2.08426,2.23331,0.00282,0.00097426,0.00097426,0.00097426
28,32.2725,2.31019,2.67131,0.00255,0.33452,0.39562,0.3279,0.15867,2.08426,2.23331,0.00282,0.00097327,0.00097327,0.00097327
29,33.3057,2.33599,2.28038,0.00274,0.37045,0.47674,0.36835,0.17604,2.12556,2.04887,0.00288,0.00097228,0.00097228,0.00097228
30,34.3296,2.31619,2.41836,0.0025,0.37045,0.47674,0.36835,0.17604,2.12556,2.04887,0.00288,0.00097129,0.00097129,0.00097129
