epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.0938,2.14573,3.10365,0.00255,0.47516,0.49537,0.43016,0.21512,1.93479,1.94868,0.00248,0.00032,0.00032,0.09632
2,18.2551,2.68911,2.70882,0.00354,0.43118,0.49537,0.40659,0.2013,1.95184,1.94801,0.00253,0.000719287,0.000719287,0.0917193
3,19.4482,2.04216,2.30093,0.00236,0.41813,0.49074,0.39344,0.19331,1.96954,1.96767,0.00256,0.00111778,0.00111778,0.0871178
4,20.581,2.96463,2.70208,0.0029,0.40567,0.5,0.38302,0.18915,1.97877,2.00275,0.00257,0.00151549,0.00151549,0.0825155
5,21.6855,2.74882,3.47905,0.00325,0.39616,0.49814,0.36996,0.18083,2.00055,2.02114,0.00262,0.0019124,0.0019124,0.0779124
6,22.7408,2.46713,2.62406,0.00277,0.39616,0.49814,0.36996,0.18083,2.00055,2.02114,0.00262,0.00230852,0.00230852,0.0733085
7,23.8624,2.6452,2.55491,0.00276,0.39616,0.49814,0.36996,0.18083,2.00055,2.02114,0.00262,0.00270384,0.00270384,0.0687038
8,25.1353,3.18055,2.91668,0.0034,0.38331,0.49074,0.36159,0.17472,2.02766,2.07541,0.00268,0.00309838,0.00309838,0.0640984
9,26.2098,1.73831,2.51478,0.00199,0.38331,0.49074,0.36159,0.17472,2.02766,2.07541,0.00268,0.00349212,0.00349212,0.0594921
10,27.2804,2.40854,2.54801,0.0028,0.38331,0.49074,0.36159,0.17472,2.02766,2.07541,0.00268,0.00388507,0.00388507,0.0548851
11,28.3904,2.45802,2.67415,0.00317,0.36649,0.4687,0.35147,0.17064,2.05669,2.10734,0.00276,0.00427723,0.00427723,0.0502772
12,29.4794,1.80557,2.65117,0.00178,0.36649,0.4687,0.35147,0.17064,2.05669,2.10734,0.00276,0.0046686,0.0046686,0.0456686
13,30.5689,3.51617,3.14916,0.00368,0.36649,0.4687,0.35147,0.17064,2.05669,2.10734,0.00276,0.00505917,0.00505917,0.0410592
14,31.7328,2.19391,3.25881,0.00239,0.36649,0.4687,0.35147,0.17064,2.05669,2.10734,0.00276,0.00544896,0.00544896,0.036449
15,32.7693,1.54189,3.22997,0.00237,0.36649,0.4687,0.35147,0.17064,2.05669,2.10734,0.00276,0.00583795,0.00583795,0.0318379
16,33.8415,1.75873,2.35221,0.00203,0.36926,0.4537,0.34696,0.16832,2.095,2.14101,0.00283,0.00622615,0.00622615,0.0272261
17,34.9127,2.85768,2.81486,0.00308,0.36926,0.4537,0.34696,0.16832,2.095,2.14101,0.00283,0.00661356,0.00661356,0.0226136
18,36.1028,2.02729,3.23268,0.00225,0.36926,0.4537,0.34696,0.16832,2.095,2.14101,0.00283,0.00700017,0.00700017,0.0180002
19,37.2091,1.96663,2.38732,0.00259,0.36926,0.4537,0.34696,0.16832,2.095,2.14101,0.00283,0.00738599,0.00738599,0.013386
20,38.2947,1.49064,2.74945,0.00203,0.36926,0.4537,0.34696,0.16832,2.095,2.14101,0.00283,0.00777102,0.00777102,0.00877102
