epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.9551,3.47133,5.20138,0.00286,0.02542,0.05172,0.01373,0.00444,3.27253,5.19608,0.00332,0.0002,0.0002,0.0962
2,21.0107,2.69868,4.07673,0.00231,0.02752,0.05172,0.01486,0.00532,3.20855,5.20893,0.00327,0.000449629,0.000449629,0.0914496
3,22.3804,3.30502,4.77723,0.0029,0.02564,0.05172,0.01395,0.00498,3.22894,5.21184,0.00327,0.000698845,0.000698845,0.0866988
4,23.4154,2.90904,4.79741,0.00247,0.02632,0.05172,0.01396,0.00503,3.21024,5.22906,0.00323,0.000947649,0.000947649,0.0819476
5,24.4233,3.1446,4.90373,0.00262,0.03478,0.06897,0.01863,0.00732,3.13849,5.24208,0.00311,0.00119604,0.00119604,0.077196
6,25.4223,2.94344,4.65296,0.00262,0.03478,0.06897,0.01863,0.00732,3.13849,5.24208,0.00311,0.00144402,0.00144402,0.072444
7,26.4714,2.91179,4.96288,0.00261,0.03478,0.06897,0.01863,0.00732,3.13849,5.24208,0.00311,0.00169158,0.00169158,0.0676916
8,27.5909,2.66591,4.70131,0.0024,0.02742,0.32759,0.03684,0.01355,2.83162,3.65419,0.0023,0.00193874,0.00193874,0.0629387
9,28.9277,3.23662,3.8666,0.00253,0.02742,0.32759,0.03684,0.01355,2.83162,3.65419,0.0023,0.00218548,0.00218548,0.0581855
10,30.2144,2.91263,3.93774,0.00209,0.02742,0.32759,0.03684,0.01355,2.83162,3.65419,0.0023,0.00243181,0.00243181,0.0534318
11,31.505,3.48271,4.29984,0.00225,0.23324,0.25862,0.12299,0.04178,2.60587,2.4843,0.00193,0.00267773,0.00267773,0.0486777
12,32.7816,3.2662,3.47835,0.00265,0.23324,0.25862,0.12299,0.04178,2.60587,2.4843,0.00193,0.00292323,0.00292323,0.0439232
13,33.9841,3.04063,3.32649,0.00227,0.23324,0.25862,0.12299,0.04178,2.60587,2.4843,0.00193,0.00316832,0.00316832,0.0391683
14,35.2921,3.45511,3.26067,0.00254,0.23324,0.25862,0.12299,0.04178,2.60587,2.4843,0.00193,0.003413,0.003413,0.034413
