epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,26.9818,2.48291,2.92606,0.00282,0.26506,0.66,0.26048,0.12989,2.00651,3.0434,0.00251,0.0001,0.0001,0.0981
2,27.7013,1.56868,3.67116,0.00233,0.32188,0.32,0.25215,0.12865,2.01748,2.68711,0.00254,0.000249753,0.000249753,0.0952498
3,28.7976,2.51125,2.52652,0.00266,0.32734,0.35,0.24168,0.12248,2.04195,2.69647,0.00259,0.000399208,0.000399208,0.0923992
4,29.6484,2.45844,2.85958,0.00326,0.3056,0.36,0.24225,0.12016,2.06071,2.71937,0.00262,0.000548366,0.000548366,0.0895484
5,30.4642,2.44481,2.4068,0.00271,0.3056,0.36,0.24225,0.12016,2.06071,2.71937,0.00262,0.000697228,0.000697228,0.0866972
6,31.3568,2.61604,2.22377,0.00309,0.30349,0.49,0.25679,0.13001,1.97275,2.89028,0.00245,0.000845792,0.000845792,0.0838458
7,32.2284,2.18957,2.07558,0.00291,0.30349,0.49,0.25679,0.13001,1.97275,2.89028,0.00245,0.00099406,0.00099406,0.0809941
8,33.2015,2.07902,1.9211,0.00333,0.30349,0.49,0.25679,0.13001,1.97275,2.89028,0.00245,0.00114203,0.00114203,0.078142
9,34.0745,2.12273,1.74004,0.00277,0.34047,0.57,0.28022,0.12925,1.97504,3.44865,0.00241,0.0012897,0.0012897,0.0752897
10,34.9326,2.24437,1.53691,0.00323,0.34047,0.57,0.28022,0.12925,1.97504,3.44865,0.00241,0.00143708,0.00143708,0.0724371
11,35.7671,2.04939,2.16293,0.00239,0.34047,0.57,0.28022,0.12925,1.97504,3.44865,0.00241,0.00158416,0.00158416,0.0695842
12,36.5746,2.34423,2.47307,0.0027,0.34047,0.57,0.28022,0.12925,1.97504,3.44865,0.00241,0.00173094,0.00173094,0.0667309
13,37.512,1.38748,2.73204,0.00165,0.35407,0.55,0.2974,0.1326,1.96771,3.24957,0.0024,0.00187743,0.00187743,0.0638774
14,38.3367,1.34089,3.16853,0.00166,0.35407,0.55,0.2974,0.1326,1.96771,3.24957,0.0024,0.00202362,0.00202362,0.0610236
15,39.1743,2.23821,1.5525,0.00332,0.35407,0.55,0.2974,0.1326,1.96771,3.24957,0.0024,0.00216951,0.00216951,0.0581695
16,39.9846,2.12984,1.73425,0.00281,0.35407,0.55,0.2974,0.1326,1.96771,3.24957,0.0024,0.0023151,0.0023151,0.0553151
17,40.8225,2.21501,1.82162,0.00288,0.35407,0.55,0.2974,0.1326,1.96771,3.24957,0.0024,0.0024604,0.0024604,0.0524604
18,41.8269,2.21164,2.16162,0.00277,0.33625,0.63,0.29431,0.13441,1.92071,2.92835,0.00233,0.0026054,0.0026054,0.0496054
19,42.634,1.42727,2.39003,0.00206,0.33625,0.63,0.29431,0.13441,1.92071,2.92835,0.00233,0.0027501,0.0027501,0.0467501
20,43.4704,2.04686,1.8437,0.00204,0.33625,0.63,0.29431,0.13441,1.92071,2.92835,0.00233,0.00289451,0.00289451,0.0438945
21,44.2752,2.00502,2.25089,0.00249,0.33625,0.63,0.29431,0.13441,1.92071,2.92835,0.00233,0.00303862,0.00303862,0.0410386
22,45.111,2.16447,1.87593,0.00347,0.33625,0.63,0.29431,0.13441,1.92071,2.92835,0.00233,0.00318243,0.00318243,0.0381824
23,45.9145,2.34096,1.57433,0.0026,0.33625,0.63,0.29431,0.13441,1.92071,2.92835,0.00233,0.00332595,0.00332595,0.0353259
24,46.8384,2.24909,2.48914,0.0031,0.33625,0.63,0.29431,0.13441,1.92071,2.92835,0.00233,0.00346917,0.00346917,0.0324692
25,47.6096,1.44238,2.46248,0.00178,0.33625,0.63,0.29431,0.13441,1.92071,2.92835,0.00233,0.00361209,0.00361209,0.0296121
26,48.3918,2.00186,2.55857,0.00243,0.33625,0.63,0.29431,0.13441,1.92071,2.92835,0.00233,0.00375471,0.00375471,0.0267547
27,49.2596,2.29309,2.54822,0.00308,0.3354,0.62,0.29805,0.13699,1.91906,2.68287,0.00231,0.00389704,0.00389704,0.023897
